,report_id,species_name,date_report,location,site,no_observation,mode_observation,threats,remarks,name_observers,coordinates_lat,coordinates_lng
0,1,Raflesia speciosa (Panay Rafflesia),2016-01-04,"Sibalom, Antique",Brgy. Imparayan,15,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.78731,122.104682
1,2,Aceros waldeni (Visayan Writhed Hornbill),2016-01-11,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",7,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.802552,122.143548
2,3,Aceros waldeni (Visayan Writhed Hornbill),2016-01-12,"Madalag, Aklan",Brgy. Maria Cristina,10,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.527735,122.222124
3,4,Aceros waldeni (Visayan Writhed Hornbill),2016-01-18,"Ibajay, Aklan",Brgy. Capataga,17,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.810623,122.170098
4,5,Sus cebifrons (Visayan Warty Pig),2016-01-25,"Malinao, Aklan",Brgy. Aparicio,13,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.616397,122.222456
5,6,Aceros waldeni (Visayan Writhed Hornbill),2016-01-12,"Lambunao, Iloilo",Brgy. Jayubo,12,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.100154,122.419851
6,7,Rusa alfredi (Visayan Spotted Deer),2016-01-18,"Lambunao, Iloilo",Brgy. Cabatangan,21,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089169,122.358373
7,8,Sus cebifrons (Visayan Warty Pig),2016-01-25,"Lambunao, Iloilo",Brgy. Jayubo,12,Heard & Seen,Loss of Habitat,Seen in the forested area,Bantay Gubat,11.101635,122.409653
8,9,Raflesia speciosa (Panay Rafflesia),2016-02-01,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",12,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803071,122.143549
9,10,Aceros waldeni (Visayan Writhed Hornbill),2016-02-15,"Sibalom, Antique",Brgy. Imparayan,12,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.794476,122.111122
10,11,Aceros waldeni (Visayan Writhed Hornbill),2016-02-09,"Madalag, Aklan",Maria Cristina,15,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.516634,122.22449
11,12,Rusa alfredi (Visayan Spotted Deer),2016-02-15,"Ibajay, Aklan",Capataga,19,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.809069,122.170226
12,13,Sus cebifrons (Visayan Warty Pig),2016-02-22,"Malinao, Aklan",Aparicio,13,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.623459,122.201843
13,14,Aceros waldeni (Visayan Writhed Hornbill),2016-02-09,"Lambunao, Iloilo",Brgy. Cabatangan,14,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.087316,122.359152
14,15,Rusa alfredi (Visayan Spotted Deer),2016-02-15,"Lambunao, Iloilo",Jayubo,21,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.100541,122.405825
15,16,Sus cebifrons (Visayan Warty Pig),2016-02-22,"Lambunao, Iloilo",Brgy. Cabatangan,15,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.086391,122.358378
16,17,Raflesia speciosa (Panay Rafflesia),2016-03-07,"Sibalom, Antique",Brgy. Imparayan,14,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.790514,122.104079
17,18,Aceros waldeni (Visayan Writhed Hornbill),2016-03-21,"Sibalom, Antique",Brgy. Imparayan,12,Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,10.791441,122.107
18,19,Aceros waldeni (Visayan Writhed Hornbill),2016-03-08,"Lambunao, Iloilo",Jayubo,14,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.102224,122.407334
19,20,Rusa alfredi (Visayan Spotted Deer),2016-03-14,"Lambunao, Iloilo",Brgy. Cabatangan,20,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.088748,122.356488
20,21,Sus cebifrons (Visayan Warty Pig),2016-03-21,"Lambunao, Iloilo",Jayubo,13,Heard & Seen,Loss of Habitat,seen in the area of jayubo,Bantay Gubat,11.103572,122.405788
21,22,Aceros waldeni (Visayan Writhed Hornbill),2016-03-08,"Madalag, Aklan",Maria Cristina,15,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.512261,122.224834
22,23,Rusa alfredi (Visayan Spotted Deer),2016-03-14,"Ibajay, Aklan",Capataga,14,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.816168,122.17349
23,24,Sus cebifrons (Visayan Warty Pig),2016-03-21,"Malinao, Aklan",Aparicio,11,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.616061,122.198407
24,25,Raflesia speciosa (Panay Rafflesia),2016-04-04,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",16,Seen,Hunting,Seen at BMS site,Cenro Staff,10.803935,122.142841
25,26,Aceros waldeni (Visayan Writhed Hornbill),2016-04-18,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",16,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803703,122.143034
26,27,Aceros waldeni (Visayan Writhed Hornbill),2016-04-05,"Lambunao, Iloilo",Brgy. Cabatangan,14,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.086727,122.356488
27,28,Rusa alfredi (Visayan Spotted Deer),2016-04-11,"Lambunao, Iloilo",Jayubo,20,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.050191,122.344636
28,29,Sus cebifrons (Visayan Warty Pig),2016-04-18,"Lambunao, Iloilo",Brgy. Cabatangan,10,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.089253,122.354342
29,30,Aceros waldeni (Visayan Writhed Hornbill),2016-04-05,"Madalag, Aklan",Maria Cristina,15,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.508224,122.227237
30,31,Rusa alfredi (Visayan Spotted Deer),2016-04-11,"Ibajay, Aklan",Capataga,23,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.815748,122.174479
31,32,Sus cebifrons (Visayan Warty Pig),2016-04-18,"Malinao, Aklan",Aparicio,8,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.593192,122.223879
32,33,Raflesia speciosa (Panay Rafflesia),2016-05-02,"Sibalom, Antique",Brgy. Imparayan,16,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793296,122.110007
33,34,Aceros waldeni (Visayan Writhed Hornbill),2016-05-16,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",14,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803071,122.143549
34,35,Aceros waldeni (Visayan Writhed Hornbill),2016-05-10,"Lambunao, Iloilo",Jayubo,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.103825,122.405358
35,36,Rusa alfredi (Visayan Spotted Deer),2016-05-16,"Lambunao, Iloilo",Brgy. Cabatangan,20,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.091022,122.355716
36,37,Sus cebifrons (Visayan Warty Pig),2016-05-23,"Lambunao, Iloilo",Jayubo,9,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.103488,122.403898
37,38,Aceros waldeni (Visayan Writhed Hornbill),2016-05-10,"Madalag, Aklan",Maria Cristina,12,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.513943,122.214191
38,39,Rusa alfredi (Visayan Spotted Deer),2016-05-16,"Ibajay, Aklan",Capataga,23,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.811631,122.172504
39,40,Sus cebifrons (Visayan Warty Pig),2016-05-23,"Malinao, Aklan",Aparicio,7,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.596892,122.212493
40,41,Raflesia speciosa (Panay Rafflesia),2016-06-06,"Sibalom, Antique",Brgy. Imparayan,18,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.787312,122.104682
41,42,Aceros waldeni (Visayan Writhed Hornbill),2016-06-20,"Sibalom, Antique",Brgy. Imparayan,14,Seen,Loss of Habitat,Seen at the tree tops,Bantay Gubat,10.794476,122.111123
42,43,Aceros waldeni (Visayan Writhed Hornbill),2016-06-14,"Lambunao, Iloilo",Brgy. Cabatangan,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.091443,122.355913
43,44,Rusa alfredi (Visayan Spotted Deer),2016-06-20,"Lambunao, Iloilo",Jayubo,20,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.103826,122.402697
44,45,Sus cebifrons (Visayan Warty Pig),2016-06-14,"Lambunao, Iloilo",Brgy. Cabatangan,5,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.092982,122.342918
45,46,Aceros waldeni (Visayan Writhed Hornbill),2016-06-14,"Madalag, Aklan",Maria Cristina,12,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.516634,122.206637
46,47,Rusa alfredi (Visayan Spotted Deer),2016-06-20,"Ibajay, Aklan",Capataga,23,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.811308,122.171522
47,48,Sus cebifrons (Visayan Warty Pig),2016-06-14,"Malinao, Aklan",Aparicio,8,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.624397,122.20085
48,49,Raflesia speciosa (Panay Rafflesia),2016-07-04,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",22,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803936,122.142841
49,50,Aceros waldeni (Visayan Writhed Hornbill),2016-07-18,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",20,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.803977,122.143206
50,51,Aceros waldeni (Visayan Writhed Hornbill),2016-07-12,"Lambunao, Iloilo",Jayubo,23,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.103741,122.401151
51,52,Rusa alfredi (Visayan Spotted Deer),2016-07-18,"Lambunao, Iloilo",Brgy. Cabatangan,20,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089423,122.353226
52,53,Sus cebifrons (Visayan Warty Pig),2016-07-26,"Lambunao, Iloilo",Jayubo,6,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.101804,122.401667
53,54,Aceros waldeni (Visayan Writhed Hornbill),2016-07-12,"Madalag, Aklan",Maria Cristina,22,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.512934,122.212817
54,55,Rusa alfredi (Visayan Spotted Deer),2016-07-18,"Ibajay, Aklan",Capataga,14,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.809942,122.170577
55,56,Sus cebifrons (Visayan Warty Pig),2016-07-26,"Malinao, Aklan",Aparicio,5,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.591847,122.219707
56,57,Raflesia speciosa (Panay Rafflesia),2016-08-01,"Sibalom, Antique",Brgy. Imparayan,24,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.790514,122.104079
57,58,Aceros waldeni (Visayan Writhed Hornbill),2016-08-15,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",20,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803261,122.144557
58,59,Aceros waldeni (Visayan Writhed Hornbill),2016-08-08,"Lambunao, Iloilo",Brgy. Cabatangan,19,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.086391,122.354428
59,60,Rusa alfredi (Visayan Spotted Deer),2016-08-15,"Lambunao, Iloilo",Jayubo,20,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.100542,122.402868
60,61,Sus cebifrons (Visayan Warty Pig),2016-08-22,"Lambunao, Iloilo",Brgy. Cabatangan,6,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.085716,122.354858
61,62,Aceros waldeni (Visayan Writhed Hornbill),2016-08-08,"Madalag, Aklan",Maria Cristina,18,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.516971,122.202518
62,63,Rusa alfredi (Visayan Spotted Deer),2016-08-15,"Ibajay, Aklan",Capataga,25,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.810152,122.172124
63,64,Sus cebifrons (Visayan Warty Pig),2016-08-22,"Malinao, Aklan",Aparicio,6,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.602946,122.201499
64,65,Raflesia speciosa (Panay Rafflesia),2016-09-05,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",22,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803935,122.142841
65,66,Aceros waldeni (Visayan Writhed Hornbill),2016-09-19,"Sibalom, Antique",Brgy. Imparayan,22,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803936,122.142842
66,67,Aceros waldeni (Visayan Writhed Hornbill),2016-09-13,"Lambunao, Iloilo",Jayubo,19,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.100204,122.403814
67,68,Rusa alfredi (Visayan Spotted Deer),2016-09-19,"Lambunao, Iloilo",Brgy. Cabatangan,36,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.084538,122.354943
68,69,Sus cebifrons (Visayan Warty Pig),2016-09-26,"Lambunao, Iloilo",Jayubo,7,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.099788,122.401151
69,70,Aceros waldeni (Visayan Writhed Hornbill),2016-09-13,"Madalag, Aklan",Maria Cristina,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.520671,122.199084
70,71,Rusa alfredi (Visayan Spotted Deer),2016-09-19,"Ibajay, Aklan",Capataga,25,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.810089,122.171051
71,72,Sus cebifrons (Visayan Warty Pig),2016-09-26,"Malinao, Aklan",Aparicio,6,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.590502,122.195315
72,73,Raflesia speciosa (Panay Rafflesia),2016-10-03,"Sibalom, Antique",Brgy. Imparayan,15,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.791442,122.107001
73,74,Aceros waldeni (Visayan Writhed Hornbill),2016-10-17,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",8,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793297,122.110007
74,75,Aceros waldeni (Visayan Writhed Hornbill),2016-10-04,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.084116,122.354256
75,76,Rusa alfredi (Visayan Spotted Deer),2016-10-10,"Lambunao, Iloilo",Jayubo,26,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.099362,122.402612
76,77,Sus cebifrons (Visayan Warty Pig),2016-10-17,"Lambunao, Iloilo",Brgy. Cabatangan,5,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.089591,122.344376
77,78,Aceros waldeni (Visayan Writhed Hornbill),2016-10-04,"Madalag, Aklan",Maria Cristina,9,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.513943,122.202861
78,79,Rusa alfredi (Visayan Spotted Deer),2016-10-10,"Ibajay, Aklan",Capataga,13,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.80843,122.17075
79,80,Sus cebifrons (Visayan Warty Pig),2016-10-17,"Malinao, Aklan",Aparicio,6,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.582094,122.193597
80,81,Raflesia speciosa (Panay Rafflesia),2016-11-07,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803472,122.142326
81,82,Aceros waldeni (Visayan Writhed Hornbill),2016-11-21,"Sibalom, Antique",Brgy. Imparayan,8,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.803936,122.142841
82,83,Aceros waldeni (Visayan Writhed Hornbill),2016-11-15,"Lambunao, Iloilo",Jayubo,10,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.100541,122.400121
83,84,Rusa alfredi (Visayan Spotted Deer),2016-11-21,"Lambunao, Iloilo",Brgy. Cabatangan,26,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.089844,122.342916
84,85,Sus cebifrons (Visayan Warty Pig),2016-11-28,"Lambunao, Iloilo",Jayubo,7,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.095457,122.399519
85,86,Aceros waldeni (Visayan Writhed Hornbill),2016-11-15,"Madalag, Aklan",Maria Cristina,8,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.520671,122.193248
86,87,Rusa alfredi (Visayan Spotted Deer),2016-11-23,"Ibajay, Aklan",Capataga,25,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.809228,122.173585
87,88,Sus cebifrons (Visayan Warty Pig),2016-11-28,"Malinao, Aklan",Aparicio,8,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.619088,122.212836
88,89,Raflesia speciosa (Panay Rafflesia),2016-12-05,"Sibalom, Antique",Brgy. Imparayan,18,Seen,Loss of Habitat,22 healthy and 2 decayed buds,Bantay Gubat,10.793296,122.110006
89,90,Aceros waldeni (Visayan Writhed Hornbill),2016-12-19,"Sibalom, Antique",Brgy. Cabladan,8,Heard & Seen,Hunting,seen at BMS site,Bantay Gubat,10.803703,122.143034
90,91,Aceros waldeni (Visayan Writhed Hornbill),2016-12-06,"Lambunao, Iloilo",Brgy. Cabatangan,10,Heard & Seen,Loss of Habitat,Were seen and heard at forested area bear the waterfalls,Cenro Staff,11.089338,122.341197
91,92,Rusa alfredi (Visayan Spotted Deer),2016-12-12,"Lambunao, Iloilo",Jayubo,26,Heard & Seen,Hunting,Were seen at the BMS site,IP leaders,11.106941,122.402696
92,93,Sus cebifrons (Visayan Warty Pig),2016-12-19,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Hunting,Seen at the mountains of Cabtangan,IP leaders,11.09178,122.343087
93,94,Aceros waldeni (Visayan Writhed Hornbill),2016-12-06,"Madalag, Aklan",Brgy. Maria Cristina,12,Heard & Seen,Loss of Habitat,were seen near the cultivated lots,Cenro Staff,11.507888,122.233073
94,95,Rusa alfredi (Visayan Spotted Deer),2016-12-12,"Ibajay, Aklan",Capataga,30,Heard & Seen,Hunting,seen at the NPPNP,PA Personnel and Staff,11.809417,122.174422
95,96,Sus cebifrons (Visayan Warty Pig),2016-12-19,"Malinao, Aklan",Aparicio,7,Heard & Seen,Hunting,Seen feeding in the forest undergrowth,Bantay Gubat,11.627831,122.210431
96,97,Raflesia speciosa (Panay Rafflesia),2017-01-02,"Sibalom, Antique",Brgy. Imparayan,19,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.787312,122.104682
97,98,Aceros waldeni (Visayan Writhed Hornbill),2017-01-16,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Hunting,Seen at the tree tops,IP leaders,10.802552,122.143549
98,99,Aceros waldeni (Visayan Writhed Hornbill),2017-01-10,"Lambunao, Iloilo",Brgy. Jayubo,14,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.100155,122.419852
99,100,Rusa alfredi (Visayan Spotted Deer),2017-01-16,"Lambunao, Iloilo",Brgy. Cabatangan,21,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.059963,122.377617
100,101,Sus cebifrons (Visayan Warty Pig),2017-01-23,"Lambunao, Iloilo",Brgy. Jayubo,15,Heard & Seen,Hunting,Seen in the area of Jayubo,Bantay Gubat,11.101636,122.409654
101,102,Aceros waldeni (Visayan Writhed Hornbill),2017-01-10,"Madalag, Aklan",Brgy. Maria Cristina,12,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.503178,122.23273
102,103,Rusa alfredi (Visayan Spotted Deer),2017-01-16,"Ibajay, Aklan",Brgy. Capataga,30,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.808031,122.173606
103,104,Rusa alfredi (Visayan Spotted Deer),2017-01-16,"Ibajay, Aklan",Brgy. Capataga,15,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.807107,122.174236
104,105,Sus cebifrons (Visayan Warty Pig),2017-01-23,"Malinao, Aklan",Brgy. Aparicio,14,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.644342,122.305898
105,106,Raflesia speciosa (Panay Rafflesia),2017-02-06,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803071,122.14355
106,107,Aceros waldeni (Visayan Writhed Hornbill),2017-02-13,"Sibalom, Antique",Brgy. Imparayan,13,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.794477,122.111124
107,108,Aceros waldeni (Visayan Writhed Hornbill),2017-02-07,"Lambunao, Iloilo",Brgy. Cabatangan,14,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.087316,122.359151
108,109,Rusa alfredi (Visayan Spotted Deer),2017-02-13,"Lambunao, Iloilo",Brgy. Jayubo,21,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.100545,122.405826
109,110,Sus cebifrons (Visayan Warty Pig),2017-02-20,"Lambunao, Iloilo",Brgy. Cabatangan,12,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.086391,122.358379
110,111,Aceros waldeni (Visayan Writhed Hornbill),2017-02-07,"Madalag, Aklan",Brgy. Maria Cristina,16,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.498131,122.236163
111,112,Rusa alfredi (Visayan Spotted Deer),2017-02-13,"Ibajay, Aklan",Brgy. Capataga,15,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.805952,122.173928
112,113,Sus cebifrons (Visayan Warty Pig),2017-02-20,"Malinao, Aklan",Brgy. Aparicio,11,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.644363,122.305965
113,114,Raflesia speciosa (Panay Rafflesia),2017-03-06,"Sibalom, Antique",Brgy. Imparayan,12,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.790514,122.104079
114,115,Aceros waldeni (Visayan Writhed Hornbill),2017-03-20,"Sibalom, Antique",Brgy. Imparayan,11,Seen,Hunting,Seen at BMS site,Cenro Staff,10.791443,122.107002
115,116,Aceros waldeni (Visayan Writhed Hornbill),2017-03-07,"Lambunao, Iloilo",Brgy. Jayubo,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.102225,122.407335
116,117,Rusa alfredi (Visayan Spotted Deer),2017-03-13,"Lambunao, Iloilo",Brgy. Cabatangan,16,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.088748,122.356489
117,118,Sus cebifrons (Visayan Warty Pig),2017-03-20,"Lambunao, Iloilo",Brgy. Jayubo,14,Heard & Seen,Loss of Habitat,Seen in the area of Jayubo,Bantay Gubat,11.103573,122.405787
118,119,Aceros waldeni (Visayan Writhed Hornbill),2017-03-07,"Madalag, Aklan",Brgy. Maria Cristina,15,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.489047,122.23788
119,120,Rusa alfredi (Visayan Spotted Deer),2017-03-13,"Ibajay, Aklan",Brgy. Capataga,15,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.805742,122.175045
120,121,Sus cebifrons (Visayan Warty Pig),2017-03-20,"Malinao, Aklan",Brgy. Aparicio,15,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.642877,122.304399
121,122,Raflesia speciosa (Panay Rafflesia),2017-04-03,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",14,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803937,122.14244
122,123,Aceros waldeni (Visayan Writhed Hornbill),2017-04-17,"Sibalom, Antique",Brgy. Cabladan,12,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.803703,122.143035
123,124,Aceros waldeni (Visayan Writhed Hornbill),2017-05-04,"Lambunao, Iloilo",Brgy. Cabatangan,12,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.086728,122.35649
124,125,Rusa alfredi (Visayan Spotted Deer),2017-04-10,"Lambunao, Iloilo",Brgy. Jayubo,16,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.103909,122.404757
125,126,Sus cebifrons (Visayan Warty Pig),2017-04-17,"Lambunao, Iloilo",Brgy. Cabatangan,10,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.089254,122.354341
126,127,Aceros waldeni (Visayan Writhed Hornbill),2017-04-04,"Madalag, Aklan",Brgy. Maria Cristina,16,Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.487365,122.228267
127,128,Rusa alfredi (Visayan Spotted Deer),2017-04-10,"Ibajay, Aklan",Brgy. Capataga,15,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.806078,122.171759
128,129,Sus cebifrons (Visayan Warty Pig),2017-04-17,"Malinao, Aklan",Brgy. Aparicio,6,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642247,122.304914
129,130,Raflesia speciosa (Panay Rafflesia),2017-05-08,"Sibalom, Antique",Brgy. Imparayan,16,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793298,122.110005
130,131,Aceros waldeni (Visayan Writhed Hornbill),2017-05-22,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",13,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.803072,122.143547
131,132,Aceros waldeni (Visayan Writhed Hornbill),2017-05-09,"Lambunao, Iloilo",Brgy. Jayubo,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.102825,122.405359
132,133,Rusa alfredi (Visayan Spotted Deer),2017-05-15,"Lambunao, Iloilo",Brgy. Cabatangan,17,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.091023,122.355715
133,134,Sus cebifrons (Visayan Warty Pig),2017-05-22,"Lambunao, Iloilo",Brgy. Jayubo,8,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.103489,122.403899
134,135,Aceros waldeni (Visayan Writhed Hornbill),2017-05-09,"Madalag, Aklan",Brgy. Maria Cristina,16,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.490393,122.212474
135,136,Rusa alfredi (Visayan Spotted Deer),2017-05-15,"Ibajay, Aklan",Brgy. Capataga,14,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.806036,122.169763
136,137,Sus cebifrons (Visayan Warty Pig),2017-05-22,"Malinao, Aklan",Brgy. Aparicio,8,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641615,122.304312
137,138,Raflesia speciosa (Panay Rafflesia),2017-06-05,"Sibalom, Antique",Brgy. Imparayan,16,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.787311,122.104681
138,139,Aceros waldeni (Visayan Writhed Hornbill),2017-06-19,"Sibalom, Antique",Brgy. Imparayan,13,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.794478,122.111125
139,140,Aceros waldeni (Visayan Writhed Hornbill),2017-06-06,"Lambunao, Iloilo",Brgy. Cabatangan,11,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.091444,122.353912
